date,ticker,sector,open,high,low,close,volume
2024-01-25,TECHX,Technology,138.62,141.64,137.14,140.44,3794498
2024-01-26,TECHX,Technology,140.44,141.44,139.23,139.9,3025287
2024-01-29,TECHX,Technology,139.9,142.02,137.0,137.61,4263548
2024-01-30,TECHX,Technology,137.61,140.01,137.37,138.28,3477494
2024-01-31,TECHX,Technology,138.28,138.5,135.84,135.92,2240643
2024-02-01,TECHX,Technology,135.92,137.74,134.45,136.98,4193405
2024-02-02,TECHX,Technology,136.98,138.26,132.6,133.28,4208996
2024-02-05,TECHX,Technology,133.28,139.93,132.52,134.74,4372758
2024-02-06,TECHX,Technology,134.74,138.28,134.31,137.39,4262936
2024-02-07,TECHX,Technology,137.39,137.71,134.69,135.35,3439000
2024-02-08,TECHX,Technology,135.35,144.34,134.42,141.69,2129489
2024-02-09,TECHX,Technology,141.69,143.24,140.35,140.44,2173571
2024-02-12,TECHX,Technology,140.44,141.4,137.5,138.52,3545119
2024-02-13,TECHX,Technology,138.52,139.63,135.55,138.73,3613700
2024-02-14,TECHX,Technology,138.73,138.98,132.31,133.19,4969762
2024-02-15,TECHX,Technology,133.19,133.34,130.5,131.16,4240252
2024-02-16,TECHX,Technology,131.16,131.6,127.48,128.09,2863645
2024-02-19,TECHX,Technology,128.09,133.23,126.47,132.69,4925202
2024-02-20,TECHX,Technology,132.69,139.83,130.67,138.4,3447155
2024-02-21,TECHX,Technology,138.4,142.99,137.79,141.99,4464354
2024-02-22,TECHX,Technology,141.99,142.07,134.92,139.44,2376269
2024-02-23,TECHX,Technology,139.44,141.18,136.56,138.82,1773869
2024-02-26,TECHX,Technology,138.82,139.0,135.7,137.68,1819762
2024-02-27,TECHX,Technology,137.68,140.98,136.33,140.97,4068008
2024-02-28,TECHX,Technology,140.97,142.47,140.87,141.62,2750457
2024-02-29,TECHX,Technology,141.62,142.96,139.37,142.02,1929273
2024-03-01,TECHX,Technology,142.02,151.06,141.81,148.17,4750988
2024-03-04,TECHX,Technology,148.17,150.02,147.86,149.09,2683497
2024-03-05,TECHX,Technology,149.09,150.35,146.89,147.42,2589063
2024-03-06,TECHX,Technology,147.42,150.62,146.22,150.16,4097157
2024-03-07,TECHX,Technology,150.16,151.0,146.66,147.76,4003077
2024-03-08,TECHX,Technology,147.76,147.96,145.87,147.79,2471177
2024-03-11,TECHX,Technology,147.79,149.8,147.47,149.49,4357216
2024-03-12,TECHX,Technology,149.49,153.29,147.54,152.05,3432090
2024-03-13,TECHX,Technology,152.05,154.69,151.56,154.22,3211266
2024-03-14,TECHX,Technology,154.22,155.53,152.95,154.61,4982370
2024-03-15,TECHX,Technology,154.61,156.48,149.83,151.59,4292250
2024-03-18,TECHX,Technology,151.59,154.54,151.57,153.57,2421933
2024-03-19,TECHX,Technology,153.57,154.94,152.08,153.9,2916193
2024-03-20,TECHX,Technology,153.9,154.39,150.82,151.45,2809911
2024-03-21,TECHX,Technology,151.45,151.82,148.68,149.05,2866184
2024-03-22,TECHX,Technology,149.05,149.4,145.6,147.73,1855593
2024-03-25,TECHX,Technology,147.73,148.05,145.25,145.7,4804534
2024-03-26,TECHX,Technology,145.7,148.52,145.67,148.29,2395653
2024-03-27,TECHX,Technology,148.29,148.75,147.81,148.32,2259637
2024-03-28,TECHX,Technology,148.32,152.25,148.16,149.95,3657004
2024-03-29,TECHX,Technology,149.95,152.72,149.61,152.11,3358308
2024-04-01,TECHX,Technology,152.11,153.68,152.07,152.5,3518638
2024-04-02,TECHX,Technology,152.5,158.52,149.22,157.02,2856672
2024-04-03,TECHX,Technology,157.02,160.14,153.58,159.85,2600619
2024-04-04,TECHX,Technology,159.85,160.81,153.92,157.26,2854183
2024-04-05,TECHX,Technology,157.26,157.5,154.44,154.97,5235526
2024-04-08,TECHX,Technology,154.97,158.92,153.58,158.01,3982780
2024-04-09,TECHX,Technology,158.01,160.9,152.11,153.93,3109884
2024-04-10,TECHX,Technology,153.93,156.01,148.58,148.75,5221950
2024-04-11,TECHX,Technology,148.75,149.64,144.09,144.09,3803791
2024-04-12,TECHX,Technology,144.09,144.99,141.36,142.88,3064877
2024-04-15,TECHX,Technology,142.88,144.05,141.87,143.31,2035623
2024-04-16,TECHX,Technology,143.31,145.14,138.54,139.0,2886220
2024-04-17,TECHX,Technology,139.0,143.56,137.36,143.4,3835092
2024-04-18,TECHX,Technology,143.4,152.02,143.04,149.39,5170481
2024-04-19,TECHX,Technology,149.39,153.48,147.95,151.41,4008348
2024-04-22,TECHX,Technology,151.41,157.43,149.62,154.71,1367519
2024-04-23,TECHX,Technology,154.71,155.82,151.65,153.97,3184154
2024-04-24,TECHX,Technology,153.97,161.27,151.34,159.07,3732875
2024-04-25,TECHX,Technology,159.07,160.44,155.79,160.39,3113229
2024-04-26,TECHX,Technology,160.39,161.47,155.73,156.3,2593363
2024-04-29,TECHX,Technology,156.3,157.96,154.69,154.79,4158435
2024-04-30,TECHX,Technology,154.79,155.57,151.03,151.83,2636044
2024-05-01,TECHX,Technology,151.83,153.4,150.76,151.6,1945597
2024-05-02,TECHX,Technology,151.6,157.7,150.54,157.65,4211513
2024-05-03,TECHX,Technology,157.65,157.99,156.42,157.39,3730254
2024-05-06,TECHX,Technology,157.39,158.29,155.38,155.81,1002607
2024-05-07,TECHX,Technology,155.81,157.94,148.7,151.18,3435498
2024-05-08,TECHX,Technology,151.18,153.49,146.53,153.02,4396553
2024-05-09,TECHX,Technology,153.02,154.48,150.26,152.72,3232986
2024-05-10,TECHX,Technology,152.72,154.89,149.53,150.5,2262131
2024-05-13,TECHX,Technology,150.5,157.04,150.49,155.67,5522121
2024-05-14,TECHX,Technology,155.67,157.34,153.3,156.0,3544887
2024-05-15,TECHX,Technology,156.0,156.3,151.52,152.86,2038392
2024-05-16,TECHX,Technology,152.86,158.76,150.72,155.78,4043152
2024-05-17,TECHX,Technology,155.78,156.54,152.94,153.85,2443099
2024-05-20,TECHX,Technology,153.85,155.37,153.43,154.09,2991908
2024-05-21,TECHX,Technology,154.09,155.49,152.56,153.45,3802875
2024-05-22,TECHX,Technology,153.45,156.59,153.29,155.07,3988533
2024-05-23,TECHX,Technology,155.07,155.92,149.0,149.99,4435157
2024-05-24,TECHX,Technology,149.99,152.7,145.39,147.79,3400318
2024-05-27,TECHX,Technology,147.79,149.99,146.85,148.65,1574380
2024-05-28,TECHX,Technology,148.65,150.45,147.57,148.54,3060223
2024-05-29,TECHX,Technology,148.54,149.11,144.6,146.07,2810411
2024-05-30,TECHX,Technology,146.07,150.28,145.3,148.6,4892649
2024-05-31,TECHX,Technology,148.6,149.79,140.53,141.35,3917858
2024-06-03,TECHX,Technology,141.35,143.34,141.22,142.48,3043447
2024-06-04,TECHX,Technology,142.48,146.26,142.0,145.89,3133205
2024-06-05,TECHX,Technology,145.89,146.52,143.99,144.56,2813024
2024-06-06,TECHX,Technology,144.56,148.5,143.3,145.48,2845058
2024-06-07,TECHX,Technology,145.48,149.67,142.52,149.06,2504976
2024-06-10,TECHX,Technology,149.06,149.59,143.55,143.58,5836753
2024-06-11,TECHX,Technology,143.58,144.92,142.39,144.6,1067656
2024-06-12,TECHX,Technology,144.6,146.49,142.46,145.37,4200620
2024-06-13,TECHX,Technology,145.37,147.05,144.45,146.44,5340992
2024-06-14,TECHX,Technology,146.44,147.43,145.77,147.06,2310908
2024-06-17,TECHX,Technology,147.06,150.87,146.96,149.59,2923893
2024-06-18,TECHX,Technology,149.59,151.62,148.04,151.11,2747914
2024-06-19,TECHX,Technology,151.11,152.59,149.72,150.39,3467743
2024-06-20,TECHX,Technology,150.39,154.17,149.08,152.76,4751458
2024-06-21,TECHX,Technology,152.76,157.0,151.57,154.11,2013182
2024-06-24,TECHX,Technology,154.11,156.42,147.75,148.72,3775362
2024-06-25,TECHX,Technology,148.72,151.33,145.08,149.64,3270851
2024-06-26,TECHX,Technology,149.64,151.15,148.92,150.06,3272899
2024-06-27,TECHX,Technology,150.06,150.77,145.0,147.78,4723240
2024-06-28,TECHX,Technology,147.78,153.36,146.32,152.58,3636520
2024-07-01,TECHX,Technology,152.58,154.51,149.99,152.84,4436624
2024-07-02,TECHX,Technology,152.84,153.49,150.9,152.45,1541568
2024-07-03,TECHX,Technology,152.45,155.16,150.48,155.05,2084842
2024-07-04,TECHX,Technology,155.05,157.63,153.7,154.1,1727760
2024-07-05,TECHX,Technology,154.1,154.52,149.3,153.43,3053004
2024-07-08,TECHX,Technology,153.43,154.5,149.99,152.82,4142953
2024-07-09,TECHX,Technology,152.82,154.51,148.17,152.09,3170000
2024-07-10,TECHX,Technology,152.09,152.26,151.79,152.22,2890248
2024-07-11,TECHX,Technology,152.22,153.05,150.52,150.57,2729332
2024-07-12,TECHX,Technology,150.57,150.73,148.13,148.51,4829246
2024-07-15,TECHX,Technology,148.51,150.13,138.97,140.72,1609476
2024-07-16,TECHX,Technology,140.72,141.25,137.88,139.84,2415032
2024-07-17,TECHX,Technology,139.84,142.3,135.54,136.82,4860933
2024-07-18,TECHX,Technology,136.82,140.45,136.1,138.88,3854209
2024-07-19,TECHX,Technology,138.88,139.87,135.24,135.57,3170538
2024-07-22,TECHX,Technology,135.57,138.19,135.08,137.58,4522756
2024-07-23,TECHX,Technology,137.58,138.42,133.89,134.68,3179067
2024-07-24,TECHX,Technology,134.68,137.34,133.44,135.64,2995049
2024-07-25,TECHX,Technology,135.64,137.07,133.36,134.31,1868958
2024-07-26,TECHX,Technology,134.31,135.12,128.54,130.21,5697861
2024-07-29,TECHX,Technology,130.21,132.42,124.6,124.86,3869307
2024-07-30,TECHX,Technology,124.86,125.36,123.53,123.58,4321940
2024-07-31,TECHX,Technology,123.58,124.12,123.13,123.93,3016795
2024-08-01,TECHX,Technology,123.93,126.91,122.26,124.77,3867237
2024-08-02,TECHX,Technology,124.77,125.5,124.75,125.27,3419292
2024-08-05,TECHX,Technology,125.27,126.25,123.75,124.0,2292331
2024-08-06,TECHX,Technology,124.0,127.21,122.72,125.08,3665523
2024-08-07,TECHX,Technology,125.08,127.03,123.0,125.8,4092007
2024-08-08,TECHX,Technology,125.8,127.41,120.48,121.24,3899505
2024-08-09,TECHX,Technology,121.24,123.46,121.02,122.57,2523460
2024-08-12,TECHX,Technology,122.57,124.29,120.03,121.14,1949424
2024-08-13,TECHX,Technology,121.14,122.42,117.72,118.85,6181708
2024-08-14,TECHX,Technology,118.85,120.32,117.83,120.1,3934245
2024-08-15,TECHX,Technology,120.1,120.24,115.74,118.79,3167904
2024-08-16,TECHX,Technology,118.79,122.44,118.74,121.59,5460480
2024-08-19,TECHX,Technology,121.59,123.79,119.29,120.14,2731972
2024-08-20,TECHX,Technology,120.14,122.91,119.39,121.73,1754974
2024-08-21,TECHX,Technology,121.73,122.03,119.94,120.03,3955538
2024-08-22,TECHX,Technology,120.03,122.14,119.57,120.53,3667485
2024-08-23,TECHX,Technology,120.53,123.27,119.52,121.95,3735359
2024-08-26,TECHX,Technology,121.95,123.98,121.33,121.85,3207399
2024-08-27,TECHX,Technology,121.85,124.15,120.54,122.59,4138331
2024-08-28,TECHX,Technology,122.59,123.42,122.53,122.56,3031407
2024-08-29,TECHX,Technology,122.56,125.58,122.45,124.94,2984272
2024-08-30,TECHX,Technology,124.94,125.32,123.65,123.93,2735398
2024-09-02,TECHX,Technology,123.93,128.25,123.7,127.11,3139989
2024-09-03,TECHX,Technology,127.11,131.13,125.8,130.87,2055988
2024-09-04,TECHX,Technology,130.87,132.82,130.76,131.65,4147092
2024-09-05,TECHX,Technology,131.65,133.5,127.37,130.36,2881883
2024-09-06,TECHX,Technology,130.36,132.26,127.24,129.28,2697583
2024-09-09,TECHX,Technology,129.28,129.64,126.55,128.27,2308886
2024-09-10,TECHX,Technology,128.27,129.26,125.73,125.77,3711235
2024-09-11,TECHX,Technology,125.77,131.04,124.53,129.75,3517348
2024-09-12,TECHX,Technology,129.75,130.62,128.24,129.7,3354583
2024-09-13,TECHX,Technology,129.7,130.85,129.32,130.21,5373525
2024-09-16,TECHX,Technology,130.21,130.9,127.82,128.62,2743173
2024-09-17,TECHX,Technology,128.62,130.15,125.26,127.06,2727954
2024-09-18,TECHX,Technology,127.06,127.66,124.33,125.02,4027897
2024-09-19,TECHX,Technology,125.02,127.51,123.09,125.6,4788328
2024-09-20,TECHX,Technology,125.6,126.09,123.79,124.14,3608817
2024-09-23,TECHX,Technology,124.14,128.38,123.92,125.85,2532882
2024-09-24,TECHX,Technology,125.85,126.77,122.41,122.45,5611461
2024-09-25,TECHX,Technology,122.45,122.73,121.24,121.26,4387051
2024-09-26,TECHX,Technology,121.26,128.14,120.67,127.46,5551530
2024-09-27,TECHX,Technology,127.46,131.66,126.72,129.28,2981513
2024-09-30,TECHX,Technology,129.28,132.33,128.21,130.88,3799798
2024-10-01,TECHX,Technology,130.88,135.31,129.07,133.75,4212687
2024-10-02,TECHX,Technology,133.75,133.95,131.77,133.38,2314444
2024-10-03,TECHX,Technology,133.38,134.98,133.35,134.45,4415364
2024-10-04,TECHX,Technology,134.45,135.1,132.62,135.04,3801515
2024-10-07,TECHX,Technology,135.04,139.83,134.63,136.87,3542784
2024-10-08,TECHX,Technology,136.87,139.8,136.74,137.63,3396448
2024-10-09,TECHX,Technology,137.63,139.65,137.02,139.39,3498699
2024-10-10,TECHX,Technology,139.39,143.93,139.2,142.46,2788369
2024-10-11,TECHX,Technology,142.46,148.18,141.67,145.95,3994055
2024-10-14,TECHX,Technology,145.95,150.71,145.14,150.61,5891099
2024-10-15,TECHX,Technology,150.61,153.92,145.7,146.34,3126281
2024-10-16,TECHX,Technology,146.34,147.38,143.09,143.44,2887605
2024-10-17,TECHX,Technology,143.44,144.69,138.94,139.85,3493031
2024-10-18,TECHX,Technology,139.85,146.65,137.72,145.1,3091090
2024-10-21,TECHX,Technology,145.1,145.45,144.71,145.06,3325121
2024-10-22,TECHX,Technology,145.06,147.15,141.4,141.51,4788439
2024-10-23,TECHX,Technology,141.51,143.22,140.71,142.57,3605875
2024-10-24,TECHX,Technology,142.57,146.41,142.29,144.49,4029692
2024-10-25,TECHX,Technology,144.49,146.57,143.34,144.31,4665011
2024-10-28,TECHX,Technology,144.31,146.38,144.1,144.28,2390933
2024-10-29,TECHX,Technology,144.28,147.75,143.64,146.8,1480425
2024-10-30,TECHX,Technology,146.8,150.35,143.25,145.56,3933322
2024-10-31,TECHX,Technology,145.56,148.56,144.15,147.93,3343038
2024-11-01,TECHX,Technology,147.93,149.72,145.71,148.01,3805631
2024-11-04,TECHX,Technology,148.01,148.05,147.14,147.44,1197956
2024-11-05,TECHX,Technology,147.44,148.45,145.33,146.8,2842463
2024-11-06,TECHX,Technology,146.8,153.14,145.96,152.17,4543310
2024-11-07,TECHX,Technology,152.17,157.97,152.08,156.52,2970690
2024-11-08,TECHX,Technology,156.52,159.42,155.12,158.8,3987808
2024-11-11,TECHX,Technology,158.8,163.1,156.71,162.23,3726742
2024-11-12,TECHX,Technology,162.23,170.22,159.41,169.06,4248643
2024-11-13,TECHX,Technology,169.06,169.88,166.42,166.96,3717986
2024-11-14,TECHX,Technology,166.96,169.77,166.92,168.8,5363946
2024-11-15,TECHX,Technology,168.8,175.5,168.74,174.74,3982027
2024-11-18,TECHX,Technology,174.74,178.8,174.29,176.99,1652540
2024-11-19,TECHX,Technology,176.99,179.66,176.13,178.51,4719900
2024-11-20,TECHX,Technology,178.51,181.12,173.85,174.24,4696656
2024-11-21,TECHX,Technology,174.24,181.04,172.36,180.21,3778523
2024-11-22,TECHX,Technology,180.21,181.8,178.52,179.69,1617331
2024-11-25,TECHX,Technology,179.69,187.66,178.57,185.11,4165228
2024-11-26,TECHX,Technology,185.11,187.54,184.09,187.05,2596392
2024-11-27,TECHX,Technology,187.05,189.26,186.03,187.07,2668343
2024-11-28,TECHX,Technology,187.07,195.48,184.92,190.07,1618232
2024-11-29,TECHX,Technology,190.07,192.19,186.36,188.8,4259886
2024-12-02,TECHX,Technology,188.8,189.46,187.06,187.15,3669500
2024-12-03,TECHX,Technology,187.15,189.95,185.28,187.55,2599298
2024-12-04,TECHX,Technology,187.55,188.35,179.09,181.82,4684861
2024-12-05,TECHX,Technology,181.82,182.46,180.08,180.66,5117319
2024-12-06,TECHX,Technology,180.66,182.94,178.8,182.15,3426803
2024-12-09,TECHX,Technology,182.15,182.51,181.19,181.32,3075212
2024-12-10,TECHX,Technology,181.32,184.16,179.99,184.07,3282211
2024-12-11,TECHX,Technology,184.07,188.15,182.38,184.46,3369404
2024-12-12,TECHX,Technology,184.46,193.71,180.61,188.26,3347150
2024-12-13,TECHX,Technology,188.26,194.55,187.1,192.54,2425600
2024-12-16,TECHX,Technology,192.54,196.23,189.89,190.26,3499289
2024-12-17,TECHX,Technology,190.26,194.64,189.97,193.68,3807799
2024-12-18,TECHX,Technology,193.68,203.22,193.29,203.11,5481790
2024-12-19,TECHX,Technology,203.11,210.19,201.81,207.72,2329448
2024-12-20,TECHX,Technology,207.72,217.09,207.09,214.63,2938924
2024-12-23,TECHX,Technology,214.63,215.34,213.8,214.48,3398189
2024-12-24,TECHX,Technology,214.48,222.54,213.96,221.54,4884853
2024-12-25,TECHX,Technology,221.54,229.72,220.21,226.94,4339529
2024-12-26,TECHX,Technology,226.94,230.06,225.39,225.72,3246287
2024-12-27,TECHX,Technology,225.72,225.76,222.61,225.08,1742960
2024-12-30,TECHX,Technology,225.08,234.36,222.85,232.39,1337971
2024-12-31,TECHX,Technology,232.39,235.47,225.79,229.56,4289688
2025-01-01,TECHX,Technology,229.56,234.73,224.31,226.54,2992778
2025-01-02,TECHX,Technology,226.54,231.73,212.36,215.35,2119361
2025-01-03,TECHX,Technology,215.35,225.25,212.37,219.88,4098223
2025-01-06,TECHX,Technology,219.88,224.53,218.22,222.63,3578251
2025-01-07,TECHX,Technology,222.63,223.37,220.95,223.23,2806384
2025-01-08,TECHX,Technology,223.23,223.45,213.67,215.8,2540717
2025-01-09,TECHX,Technology,215.8,219.73,213.82,216.71,1639830
2025-01-10,TECHX,Technology,216.71,218.75,210.46,212.55,3227410
2025-01-13,TECHX,Technology,212.55,217.1,212.33,215.02,1966374
2025-01-14,TECHX,Technology,215.02,215.7,209.17,212.56,3706924
2025-01-15,TECHX,Technology,212.56,213.78,212.08,212.6,4234735
2025-01-16,TECHX,Technology,212.6,214.18,212.34,213.26,3575619
2025-01-17,TECHX,Technology,213.26,213.69,211.77,213.6,2433714
2025-01-20,TECHX,Technology,213.6,217.34,205.15,207.74,2898279
2025-01-21,TECHX,Technology,207.74,209.6,204.27,204.88,4577092
2025-01-22,TECHX,Technology,204.88,205.45,200.55,202.24,5438284
2025-01-23,TECHX,Technology,202.24,202.87,196.31,197.56,3997044
2025-01-24,TECHX,Technology,197.56,197.81,196.86,196.94,2938949
2025-01-27,TECHX,Technology,196.94,205.3,195.85,200.86,2048195
2025-01-28,TECHX,Technology,200.86,206.04,199.01,200.62,4516936
2025-01-29,TECHX,Technology,200.62,208.63,199.48,207.48,5685690
2025-01-30,TECHX,Technology,207.48,207.9,204.83,206.03,2203283
2025-01-31,TECHX,Technology,206.03,208.55,203.41,203.48,2535614
2025-02-03,TECHX,Technology,203.48,207.73,202.8,204.55,3908455
2025-02-04,TECHX,Technology,204.55,205.31,194.1,196.52,2511856
2025-02-05,TECHX,Technology,196.52,204.06,195.13,203.21,3753369
2025-02-06,TECHX,Technology,203.21,205.76,202.11,205.6,2375792
2025-02-07,TECHX,Technology,205.6,209.34,205.37,206.42,2256226
2025-02-10,TECHX,Technology,206.42,208.97,201.29,203.51,3948764
2025-02-11,TECHX,Technology,203.51,204.15,196.77,199.18,3659134
2025-02-12,TECHX,Technology,199.18,209.36,198.8,208.54,3744898
2025-02-13,TECHX,Technology,208.54,209.54,207.06,209.22,3962061
2025-02-14,TECHX,Technology,209.22,212.01,202.28,206.06,3875368
2025-02-17,TECHX,Technology,206.06,210.5,200.85,201.64,6144245
2025-02-18,TECHX,Technology,201.64,203.42,201.47,201.73,2922144
2025-02-19,TECHX,Technology,201.73,206.16,201.19,205.56,3789050
2025-02-20,TECHX,Technology,205.56,207.6,202.58,202.94,2556671
2025-02-21,TECHX,Technology,202.94,207.08,202.88,205.24,3262973
2025-02-24,TECHX,Technology,205.24,210.81,205.19,209.82,4403025
2025-02-25,TECHX,Technology,209.82,216.98,209.8,215.78,2232763
2025-02-26,TECHX,Technology,215.78,216.44,210.02,211.31,3300711
2025-02-27,TECHX,Technology,211.31,212.8,211.16,211.68,3485513
2025-02-28,TECHX,Technology,211.68,216.27,209.69,212.08,2913708
2025-03-03,TECHX,Technology,212.08,213.35,203.9,207.07,4870177
2025-03-04,TECHX,Technology,207.07,210.16,206.01,206.31,2775770
2025-03-05,TECHX,Technology,206.31,206.94,203.11,203.91,3447724
2025-03-06,TECHX,Technology,203.91,204.69,203.02,204.68,4195731
2025-03-07,TECHX,Technology,204.68,211.79,199.46,208.69,4442865
2025-03-10,TECHX,Technology,208.69,209.16,200.74,203.11,1673019
2025-03-11,TECHX,Technology,203.11,206.99,201.94,205.44,729145
2025-03-12,TECHX,Technology,205.44,206.24,200.31,203.31,3426452
2025-03-13,TECHX,Technology,203.31,204.55,203.07,203.37,2129230
2025-03-14,TECHX,Technology,203.37,208.69,203.32,208.36,2583973
2025-03-17,TECHX,Technology,208.36,210.21,206.28,206.64,4840781
2025-03-18,TECHX,Technology,206.64,209.97,198.14,201.09,3415272
2025-03-19,TECHX,Technology,201.09,203.19,197.32,198.52,5118204
2025-03-20,TECHX,Technology,198.52,202.32,194.24,201.34,2732913
2025-03-21,TECHX,Technology,201.34,205.06,198.71,204.44,4949577
2025-03-24,TECHX,Technology,204.44,206.24,203.5,204.7,2413767
2025-03-25,TECHX,Technology,204.7,213.35,203.95,213.06,4201379
2025-03-26,TECHX,Technology,213.06,215.13,204.96,207.45,2916425
2025-03-27,TECHX,Technology,207.45,208.56,200.82,203.23,4240455
2025-03-28,TECHX,Technology,203.23,208.97,200.34,207.4,5065526
2025-03-31,TECHX,Technology,207.4,207.92,203.45,206.19,3664536
2025-04-01,TECHX,Technology,206.19,212.7,204.86,208.19,4133201
2025-04-02,TECHX,Technology,208.19,209.11,205.01,208.55,3505181
2025-04-03,TECHX,Technology,208.55,213.19,207.79,210.92,2448817
2025-04-04,TECHX,Technology,210.92,215.07,202.39,206.64,2333006
2025-04-07,TECHX,Technology,206.64,207.22,205.22,205.85,3848431
2025-04-08,TECHX,Technology,205.85,210.74,205.51,209.52,3717983
2025-04-09,TECHX,Technology,209.52,212.89,207.58,208.6,3789504
2025-04-10,TECHX,Technology,208.6,213.98,208.23,211.49,2036042
2025-04-11,TECHX,Technology,211.49,214.7,210.38,213.31,3770259
2025-04-14,TECHX,Technology,213.31,218.77,212.65,218.72,5451649
2025-04-15,TECHX,Technology,218.72,225.63,217.48,219.91,1476625
2025-04-16,TECHX,Technology,219.91,224.2,217.07,223.35,4057802
2025-04-17,TECHX,Technology,223.35,226.09,222.4,222.87,2273307
2025-04-18,TECHX,Technology,222.87,224.18,216.73,220.41,3650743
2025-04-21,TECHX,Technology,220.41,221.39,212.7,215.27,2908444
2025-04-22,TECHX,Technology,215.27,215.31,213.14,214.83,3643090
2025-04-23,TECHX,Technology,214.83,215.73,212.53,214.43,2644213
2025-04-24,TECHX,Technology,214.43,218.47,210.73,217.66,2958172
2025-04-25,TECHX,Technology,217.66,220.81,214.57,218.77,1472943
2025-04-28,TECHX,Technology,218.77,221.53,211.05,212.23,6571265
2025-04-29,TECHX,Technology,212.23,212.62,206.72,209.96,5216254
2025-04-30,TECHX,Technology,209.96,221.38,207.81,218.74,4715651
2025-05-01,TECHX,Technology,218.74,223.5,216.95,222.28,3384583
2025-05-02,TECHX,Technology,222.28,223.28,220.11,221.65,3946347
2025-05-05,TECHX,Technology,221.65,225.46,219.12,222.18,2879239
2025-05-06,TECHX,Technology,222.18,226.33,218.95,219.13,3208060
2025-05-07,TECHX,Technology,219.13,227.32,216.88,225.89,5821623
2025-05-08,TECHX,Technology,225.89,232.89,225.38,231.54,2564158
2025-05-09,TECHX,Technology,231.54,234.06,225.63,229.96,4629226
2025-05-12,TECHX,Technology,229.96,232.53,227.53,227.85,1511803
2025-05-13,TECHX,Technology,227.85,229.8,226.79,229.46,1653187
2025-05-14,TECHX,Technology,229.46,233.19,226.77,231.95,451055
2025-05-15,TECHX,Technology,231.95,236.08,228.1,231.96,2589642
2025-05-16,TECHX,Technology,231.96,233.05,227.02,229.31,3571141
